"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "FlowerOrFruit" "BDI" "Thorn_density" "BrowRate" "Bite"
89 "Not escaped" "Malus" 8 10 0 8 NA 0 "no" 0 0.8 0 0 0
90 "Escaped" "Malus" 1 9 0 3 NA 1 "no" 0 0.333333333333333 0 0.111111111111111 1
90 "Escaped" "Malus" 2 10 1 8 0.3 1 "no" 0 0.8 0.1 0.1 1
90 "Escaped" "Malus" 3 10 3 10 1.4 1 "no" 0 1 0.3 0.1 1
90 "Escaped" "Malus" 4 10 0 7 NA 1 "no" 0 0.7 0 0.1 1
90 "Escaped" "Malus" 5 10 1 4 0.6 2 "no" 0 0.4 0.1 0.2 1
90 "Escaped" "Malus" 6 10 3 14 1 4 "no" 0 1.4 0.3 0.4 1
90 "Escaped" "Malus" 7 10 0 5 NA 0 "no" 0 0.5 0 0 0
90 "Escaped" "Malus" 8 10 4 7 1.2 3 "no" 0 0.7 0.4 0.3 1
90 "Escaped" "Malus" 1 10 0 8 NA 2 "yes" 1 0.8 0 0.2 1
90 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 1 0.5 0 0 0
90 "Escaped" "Malus" 3 10 0 6 NA 1 "yes" 1 0.6 0 0.1 1
90 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 1 0.7 0 0 0
90 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 1 0.8 0 0 0
90 "Escaped" "Malus" 6 10 0 5 NA 1 "yes" 1 0.5 0 0.1 1
90 "Escaped" "Malus" 7 10 0 5 NA 1 "yes" 1 0.5 0 0.1 1
90 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 1 0.6 0 0 0
91 "Not escaped" "Malus" 1 10 1 8 0.3 3 "no" 0 0.8 0.1 0.3 1
91 "Not escaped" "Malus" 2 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
91 "Not escaped" "Malus" 3 10 0 10 NA 0 "no" 0 1 0 0 0
91 "Not escaped" "Malus" 4 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
91 "Not escaped" "Malus" 5 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
91 "Not escaped" "Malus" 6 10 0 10 NA 1 "no" 0 1 0 0.1 1
91 "Not escaped" "Malus" 7 10 1 8 0.9 4 "no" 0 0.8 0.1 0.4 1
91 "Not escaped" "Malus" 8 10 0 7 NA 3 "no" 0 0.7 0 0.3 1
92 "Escaped" "Malus" 1 10 3 13 1 3 "no" 0 1.3 0.3 0.3 1
92 "Escaped" "Malus" 2 10 1 6 0.6 1 "no" 0 0.6 0.1 0.1 1
92 "Escaped" "Malus" 3 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
92 "Escaped" "Malus" 4 10 1 6 1.3 1 "no" 0 0.6 0.1 0.1 1
92 "Escaped" "Malus" 5 10 0 10 NA 3 "no" 0 1 0 0.3 1
92 "Escaped" "Malus" 6 10 0 7 NA 1 "no" 0 0.7 0 0.1 1
92 "Escaped" "Malus" 7 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
92 "Escaped" "Malus" 8 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
92 "Escaped" "Malus" 1 10 0 9 NA 0 "yes" 0 0.9 0 0 0
92 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0 0.8 0 0 0
92 "Escaped" "Malus" 3 10 0 7 NA 2 "yes" 0 0.7 0 0.2 1
92 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 0 0.7 0 0 0
92 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0 0.8 0 0 0
92 "Escaped" "Malus" 6 10 0 9 NA 0 "yes" 0 0.9 0 0 0
92 "Escaped" "Malus" 7 10 0 8 NA 0 "yes" 0 0.8 0 0 0
92 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0 0.5 0 0 0
93 "Not escaped" "Malus" 1 10 0 8 NA 1 "no" 0 0.8 0 0.1 1
93 "Not escaped" "Malus" 2 10 0 7 NA 1 "no" 0 0.7 0 0.1 1
93 "Not escaped" "Malus" 3 10 1 5 0.2 1 "no" 0 0.5 0.1 0.1 1
93 "Not escaped" "Malus" 4 10 2 14 0.4 1 "no" 0 1.4 0.2 0.1 1
93 "Not escaped" "Malus" 5 10 0 7 NA 1 "no" 0 0.7 0 0.1 1
93 "Not escaped" "Malus" 6 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
93 "Not escaped" "Malus" 7 10 2 7 0.7 2 "no" 0 0.7 0.2 0.2 1
93 "Not escaped" "Malus" 8 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
94 "Escaped" "Malus" 1 10 4 14 2.4 3 "no" 0 1.4 0.4 0.3 1
94 "Escaped" "Malus" 2 10 5 16 2 2 "no" 0 1.6 0.5 0.2 1
94 "Escaped" "Malus" 3 10 0 11 NA 1 "no" 0 1.1 0 0.1 1
94 "Escaped" "Malus" 4 10 1 15 1.1 5 "no" 0 1.5 0.1 0.5 1
94 "Escaped" "Malus" 5 10 0 7 NA 3 "no" 0 0.7 0 0.3 1
94 "Escaped" "Malus" 6 10 2 5 1.2 2 "no" 0 0.5 0.2 0.2 1
94 "Escaped" "Malus" 7 10 3 8 1.9 2 "no" 0 0.8 0.3 0.2 1
94 "Escaped" "Malus" 8 10 1 7 5.1 1 "no" 0 0.7 0.1 0.1 1
94 "Escaped" "Malus" 1 10 0 4 NA 0 "yes" 1 0.4 0 0 0
94 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 1 0.5 0 0 0
94 "Escaped" "Malus" 3 10 0 6 NA 0 "yes" 1 0.6 0 0 0
94 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 1 0.6 0 0 0
94 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 1 0.8 0 0 0
94 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 1 0.7 0 0 0
94 "Escaped" "Malus" 7 10 0 5 NA 0 "yes" 1 0.5 0 0 0
94 "Escaped" "Malus" 8 10 0 9 NA 1 "yes" 1 0.9 0 0.1 1
95 "Not escaped" "Malus" 1 10 3 13 1.3 7 "no" 0 1.3 0.3 0.7 1
95 "Not escaped" "Malus" 2 10 0 7 NA 2 "no" 0 0.7 0 0.2 1
95 "Not escaped" "Malus" 3 10 0 7 NA 4 "no" 0 0.7 0 0.4 1
95 "Not escaped" "Malus" 4 10 3 9 2.1 4 "no" 0 0.9 0.3 0.4 1
95 "Not escaped" "Malus" 5 10 1 7 1.4 4 "no" 0 0.7 0.1 0.4 1
95 "Not escaped" "Malus" 6 10 1 11 1.5 4 "no" 0 1.1 0.1 0.4 1
95 "Not escaped" "Malus" 7 9 1 7 0.3 4 "no" 0 0.777777777777778 0.111111111111111 0.444444444444444 1
95 "Not escaped" "Malus" 8 10 1 8 1.9 4 "no" 0 0.8 0.1 0.4 1
96 "Not escaped" "Malus" 1 10 0 14 NA 10 "no" 0 1.4 0 1 1
96 "Not escaped" "Malus" 2 10 1 11 0.4 9 "no" 0 1.1 0.1 0.9 1
96 "Not escaped" "Malus" 3 10 0 8 NA 6 "no" 0 0.8 0 0.6 1
96 "Not escaped" "Malus" 4 10 0 9 NA 3 "no" 0 0.9 0 0.3 1
96 "Not escaped" "Malus" 5 9 0 9 NA 5 "no" 0 1 0 0.555555555555556 1
96 "Not escaped" "Malus" 6 9 1 5 1.5 4 "no" 0 0.555555555555556 0.111111111111111 0.444444444444444 1
96 "Not escaped" "Malus" 7 10 0 18 NA 12 "no" 0 1.8 0 1.2 1
96 "Not escaped" "Malus" 8 10 0 8 NA 4 "no" 0 0.8 0 0.4 1
97 "Escaped" "Malus" 1 10 0 7 NA 2 "no" 0 0.7 0 0.2 1
97 "Escaped" "Malus" 2 10 0 10 NA 2 "no" 0 1 0 0.2 1
97 "Escaped" "Malus" 3 10 3 10 1.6 3 "no" 0 1 0.3 0.3 1
97 "Escaped" "Malus" 4 8 1 8 0.4 2 "no" 0 1 0.125 0.25 1
97 "Escaped" "Malus" 5 10 2 6 1.2 2 "no" 0 0.6 0.2 0.2 1
97 "Escaped" "Malus" 6 10 3 5 0.7 2 "no" 0 0.5 0.3 0.2 1
97 "Escaped" "Malus" 7 10 4 6 1.5 3 "no" 0 0.6 0.4 0.3 1
97 "Escaped" "Malus" 8 8 0 6 NA 3 "no" 0 0.75 0 0.375 1
97 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0 0.6 0 0 0
97 "Escaped" "Malus" 2 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
97 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0 0.7 0 0 0
97 "Escaped" "Malus" 4 10 0 16 NA 3 "yes" 0 1.6 0 0.3 1
97 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0 0.6 0 0 0
97 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0
97 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
97 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0 0.5 0 0 0
98 "Escaped" "Malus" 1 10 2 5 1.2 2 "no" 0 0.5 0.2 0.2 1
98 "Escaped" "Malus" 2 10 0 14 NA 5 "no" 0 1.4 0 0.5 1
98 "Escaped" "Malus" 3 10 1 8 0.7 4 "no" 0 0.8 0.1 0.4 1
98 "Escaped" "Malus" 4 10 0 6 NA 0 "no" 0 0.6 0 0 0
98 "Escaped" "Malus" 5 10 0 10 NA 4 "no" 0 1 0 0.4 1
98 "Escaped" "Malus" 6 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
98 "Escaped" "Malus" 7 10 0 7 NA 4 "no" 0 0.7 0 0.4 1
98 "Escaped" "Malus" 8 10 3 8 2.5 2 "no" 0 0.8 0.3 0.2 1
98 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0 0.6 0 0 0
98 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0 0.6 0 0 0
98 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0 0.7 0 0 0
98 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
98 "Escaped" "Malus" 5 10 0 10 NA 0 "yes" 0 1 0 0 0
98 "Escaped" "Malus" 6 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
98 "Escaped" "Malus" 7 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
98 "Escaped" "Malus" 8 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
99 "Not escaped" "Malus" 1 10 2 16 0.7 9 "no" 0 1.6 0.2 0.9 1
99 "Not escaped" "Malus" 2 10 3 12 2 5 "no" 0 1.2 0.3 0.5 1
99 "Not escaped" "Malus" 3 10 1 9 2.6 1 "no" 0 0.9 0.1 0.1 1
99 "Not escaped" "Malus" 4 9 1 9 0.7 2 "no" 0 1 0.111111111111111 0.222222222222222 1
99 "Not escaped" "Malus" 5 10 0 10 NA 6 "no" 0 1 0 0.6 1
99 "Not escaped" "Malus" 6 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
99 "Not escaped" "Malus" 7 10 1 6 1.8 1 "no" 0 0.6 0.1 0.1 1
99 "Not escaped" "Malus" 8 10 4 5 3.4 4 "no" 0 0.5 0.4 0.4 1
100 "Escaped" "Malus" 1 10 1 9 0.7 3 "no" 0 0.9 0.1 0.3 1
100 "Escaped" "Malus" 2 10 0 18 NA 2 "no" 0 1.8 0 0.2 1
100 "Escaped" "Malus" 3 10 0 10 NA 3 "no" 0 1 0 0.3 1
100 "Escaped" "Malus" 4 10 3 11 0.8 3 "no" 0 1.1 0.3 0.3 1
100 "Escaped" "Malus" 5 10 2 6 1.1 1 "no" 0 0.6 0.2 0.1 1
100 "Escaped" "Malus" 6 10 0 6 NA 3 "no" 0 0.6 0 0.3 1
100 "Escaped" "Malus" 7 10 4 10 1.4 4 "no" 0 1 0.4 0.4 1
100 "Escaped" "Malus" 8 10 12 9 1.8 3 "no" 0 0.9 1.2 0.3 1
100 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
100 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0 0.5 0 0 0
100 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0 0.7 0 0 0
100 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
100 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0 0.8 0 0 0
100 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0 0.7 0 0 0
100 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0 0.6 0 0 0
100 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0 0.6 0 0 0
101 "Not escaped" "Malus" 1 10 1 6 2.8 3 "no" 0 0.6 0.1 0.3 1
101 "Not escaped" "Malus" 2 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
101 "Not escaped" "Malus" 3 10 3 7 1.1 1 "no" 0 0.7 0.3 0.1 1
101 "Not escaped" "Malus" 4 10 2 6 0.5 1 "no" 0 0.6 0.2 0.1 1
101 "Not escaped" "Malus" 5 10 0 9 NA 3 "no" 0 0.9 0 0.3 1
101 "Not escaped" "Malus" 6 10 0 8 NA 7 "no" 0 0.8 0 0.7 1
101 "Not escaped" "Malus" 7 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
101 "Not escaped" "Malus" 8 10 1 10 1.2 5 "no" 0 1 0.1 0.5 1
102 "Escaped" "Malus" 1 9 1 10 0.6 4 "no" 0 1.11111111111111 0.111111111111111 0.444444444444444 1
102 "Escaped" "Malus" 2 10 1 11 0.4 3 "no" 0 1.1 0.1 0.3 1
102 "Escaped" "Malus" 3 8 1 7 0.4 8 "no" 0 0.875 0.125 1 1
102 "Escaped" "Malus" 4 10 3 10 1.2 6 "no" 0 1 0.3 0.6 1
102 "Escaped" "Malus" 5 10 0 10 NA 0 "no" 0 1 0 0 0
102 "Escaped" "Malus" 6 10 2 12 0.7 8 "no" 0 1.2 0.2 0.8 1
102 "Escaped" "Malus" 7 10 1 5 0.3 2 "no" 0 0.5 0.1 0.2 1
102 "Escaped" "Malus" 8 10 2 10 0.7 3 "no" 0 1 0.2 0.3 1
102 "Escaped" "Malus" 1 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1
102 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0 0.8 0 0 0
102 "Escaped" "Malus" 3 10 0 4 NA 0 "yes" 0 0.4 0 0 0
102 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
102 "Escaped" "Malus" 5 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
102 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0
102 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
102 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0 0.7 0 0 0
103 "Not escaped" "Malus" 1 10 1 9 2.7 6 "no" 0 0.9 0.1 0.6 1
103 "Not escaped" "Malus" 2 6 0 3 NA 3 "no" 0 0.5 0 0.5 1
103 "Not escaped" "Malus" 3 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
103 "Not escaped" "Malus" 4 10 6 9 1.3 6 "no" 0 0.9 0.6 0.6 1
103 "Not escaped" "Malus" 5 10 0 5 NA 4 "no" 0 0.5 0 0.4 1
103 "Not escaped" "Malus" 6 10 10 8 1 5 "no" 0 0.8 1 0.5 1
103 "Not escaped" "Malus" 7 10 1 8 0.6 7 "no" 0 0.8 0.1 0.7 1
103 "Not escaped" "Malus" 8 10 1 15 1.2 9 "no" 0 1.5 0.1 0.9 1
104 "Not escaped" "Malus" 1 10 0 5 NA 2 "no" 0 0.5 0 0.2 1
104 "Not escaped" "Malus" 2 10 1 12 3 7 "no" 0 1.2 0.1 0.7 1
104 "Not escaped" "Malus" 3 10 3 13 0.8 6 "no" 0 1.3 0.3 0.6 1
104 "Not escaped" "Malus" 4 10 2 12 0.7 6 "no" 0 1.2 0.2 0.6 1
104 "Not escaped" "Malus" 5 8 0 5 NA 2 "no" 0 0.625 0 0.25 1
104 "Not escaped" "Malus" 6 10 4 7 0.6 2 "no" 0 0.7 0.4 0.2 1
104 "Not escaped" "Malus" 7 10 6 10 1.3 2 "no" 0 1 0.6 0.2 1
104 "Not escaped" "Malus" 8 10 2 9 0.6 4 "no" 0 0.9 0.2 0.4 1
105 "Escaped" "Malus" 1 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
105 "Escaped" "Malus" 2 10 0 9 NA 3 "no" 0 0.9 0 0.3 1
105 "Escaped" "Malus" 3 10 1 12 0.8 5 "no" 0 1.2 0.1 0.5 1
105 "Escaped" "Malus" 4 10 1 15 1.4 5 "no" 0 1.5 0.1 0.5 1
105 "Escaped" "Malus" 5 10 0 9 NA 1 "no" 0 0.9 0 0.1 1
105 "Escaped" "Malus" 6 10 0 11 NA 1 "no" 0 1.1 0 0.1 1
105 "Escaped" "Malus" 7 10 0 8 NA 3 "no" 0 0.8 0 0.3 1
105 "Escaped" "Malus" 8 10 0 11 NA 4 "no" 0 1.1 0 0.4 1
105 "Escaped" "Malus" 1 10 0 8 NA 0 "yes" 0 0.8 0 0 0
105 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0 0.6 0 0 0
105 "Escaped" "Malus" 3 10 0 9 NA 0 "yes" 0 0.9 0 0 0
105 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 0 0.7 0 0 0
105 "Escaped" "Malus" 5 10 0 9 NA 0 "yes" 0 0.9 0 0 0
105 "Escaped" "Malus" 6 10 0 6 NA 0 "yes" 0 0.6 0 0 0
105 "Escaped" "Malus" 7 10 0 8 NA 0 "yes" 0 0.8 0 0 0
105 "Escaped" "Malus" 8 10 0 9 NA 0 "yes" 0 0.9 0 0 0
106 "Escaped" "Malus" 1 10 0 9 NA 7 "no" 0 0.9 0 0.7 1
106 "Escaped" "Malus" 2 10 2 8 2.3 4 "no" 0 0.8 0.2 0.4 1
106 "Escaped" "Malus" 3 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
106 "Escaped" "Malus" 4 10 0 12 NA 1 "no" 0 1.2 0 0.1 1
106 "Escaped" "Malus" 5 10 0 8 NA 3 "no" 0 0.8 0 0.3 1
106 "Escaped" "Malus" 6 10 0 8 NA 4 "no" 0 0.8 0 0.4 1
106 "Escaped" "Malus" 7 10 0 11 NA 2 "no" 0 1.1 0 0.2 1
106 "Escaped" "Malus" 8 10 2 9 6.2 4 "no" 0 0.9 0.2 0.4 1
106 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
106 "Escaped" "Malus" 2 10 0 10 NA 0 "yes" 0 1 0 0 0
106 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0 0.8 0 0 0
106 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
106 "Escaped" "Malus" 5 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
106 "Escaped" "Malus" 6 10 0 7 NA 1 "yes" 0 0.7 0 0.1 1
106 "Escaped" "Malus" 7 10 0 8 NA 0 "yes" 0 0.8 0 0 0
106 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0 0.7 0 0 0
107 "Not escaped" "Malus" 1 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
107 "Not escaped" "Malus" 2 10 3 8 2.6 3 "no" 0 0.8 0.3 0.3 1
107 "Not escaped" "Malus" 3 10 6 9 1.1 5 "no" 0 0.9 0.6 0.5 1
107 "Not escaped" "Malus" 4 10 2 8 1.7 2 "no" 0 0.8 0.2 0.2 1
107 "Not escaped" "Malus" 5 9 3 5 1.4 3 "no" 0 0.555555555555556 0.333333333333333 0.333333333333333 1
107 "Not escaped" "Malus" 6 10 1 11 0.5 2 "no" 0 1.1 0.1 0.2 1
107 "Not escaped" "Malus" 7 10 1 11 NA 2 "no" 0 1.1 0.1 0.2 1
107 "Not escaped" "Malus" 8 10 1 9 NA 2 "no" 0 0.9 0.1 0.2 1
108 "Escaped" "Pyrus" 1 10 3 4 1 2 "no" 0 0.4 0.3 0.2 1
108 "Escaped" "Pyrus" 2 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
108 "Escaped" "Pyrus" 3 10 1 2 0.9 1 "no" 0 0.2 0.1 0.1 1
108 "Escaped" "Pyrus" 4 10 2 12 1.5 9 "no" 0 1.2 0.2 0.9 1
108 "Escaped" "Pyrus" 5 10 0 17 NA 9 "no" 0 1.7 0 0.9 1
108 "Escaped" "Pyrus" 6 10 3 7 0.8 2 "no" 0 0.7 0.3 0.2 1
108 "Escaped" "Pyrus" 7 10 0 5 NA 0 "no" 0 0.5 0 0 0
108 "Escaped" "Pyrus" 8 10 1 6 1.5 3 "no" 0 0.6 0.1 0.3 1
108 "Escaped" "Pyrus" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
108 "Escaped" "Pyrus" 2 10 0 7 NA 0 "yes" 0 0.7 0 0 0
108 "Escaped" "Pyrus" 3 10 0 6 NA 3 "yes" 0 0.6 0 0.3 1
108 "Escaped" "Pyrus" 4 10 1 4 0.7 0 "yes" 0 0.4 0.1 0 0
108 "Escaped" "Pyrus" 5 10 1 5 1.5 0 "yes" 0 0.5 0.1 0 0
108 "Escaped" "Pyrus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0
108 "Escaped" "Pyrus" 7 10 2 6 1.2 0 "yes" 0 0.6 0.2 0 0
108 "Escaped" "Pyrus" 8 10 1 4 0.5 0 "yes" 0 0.4 0.1 0 0
109 "Not escaped" "Pyrus" 1 6.5 1 4 0.6 2 "no" 0 0.615384615384615 0.153846153846154 0.307692307692308 1
109 "Not escaped" "Pyrus" 2 10 1 9 0.6 5 "no" 0 0.9 0.1 0.5 1
109 "Not escaped" "Pyrus" 3 10 1 8 0.5 5 "no" 0 0.8 0.1 0.5 1
109 "Not escaped" "Pyrus" 4 10 0 4 NA 1 "no" 0 0.4 0 0.1 1
109 "Not escaped" "Pyrus" 5 7.5 1 5 1.6 2 "no" 0 0.666666666666667 0.133333333333333 0.266666666666667 1
109 "Not escaped" "Pyrus" 6 10 1 8 0.6 5 "no" 0 0.8 0.1 0.5 1
109 "Not escaped" "Pyrus" 7 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
109 "Not escaped" "Pyrus" 8 10 3 10 1 4 "no" 0 1 0.3 0.4 1
110 "Not escaped" "Malus" 1 10 3 14 1.2 2 "no" 0 1.4 0.3 0.2 1
110 "Not escaped" "Malus" 2 10 0 9 NA 1 "no" 0 0.9 0 0.1 1
110 "Not escaped" "Malus" 3 10 1 7 0.4 5 "no" 0 0.7 0.1 0.5 1
110 "Not escaped" "Malus" 4 10 1 8 1.1 3 "no" 0 0.8 0.1 0.3 1
110 "Not escaped" "Malus" 5 10 2 11 0.9 5 "no" 0 1.1 0.2 0.5 1
110 "Not escaped" "Malus" 6 10 6 17 1.4 6 "no" 0 1.7 0.6 0.6 1
110 "Not escaped" "Malus" 7 10 7 5 1.1 2 "no" 0 0.5 0.7 0.2 1
110 "Not escaped" "Malus" 8 10 0 10 NA 2 "no" 0 1 0 0.2 1
111 "Escaped" "Malus" 1 10 0 13 NA 2 "no" 0 1.3 0 0.2 1
111 "Escaped" "Malus" 2 10 1 10 1 4 "no" 0 1 0.1 0.4 1
111 "Escaped" "Malus" 3 10 0 14 NA 0 "no" 0 1.4 0 0 0
111 "Escaped" "Malus" 4 10 1 7 0.6 2 "no" 0 0.7 0.1 0.2 1
111 "Escaped" "Malus" 5 10 0 14 NA 2 "no" 0 1.4 0 0.2 1
111 "Escaped" "Malus" 6 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
111 "Escaped" "Malus" 7 10 3 7 0.7 2 "no" 0 0.7 0.3 0.2 1
111 "Escaped" "Malus" 8 10 0 9 NA 2 "no" 0 0.9 0 0.2 1
111 "Escaped" "Malus" 1 10 0 6 NA 2 "yes" 0 0.6 0 0.2 1
111 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0 0.8 0 0 0
111 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0 0.8 0 0 0
111 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
111 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0 0.7 0 0 0
111 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0 0.7 0 0 0
111 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
111 "Escaped" "Malus" 8 10 0 8 NA 0 "yes" 0 0.8 0 0 0
112 "Not escaped" "Pyrus" 1 10 3 7 1.9 0 "no" 0 0.7 0.3 0 0
112 "Not escaped" "Pyrus" 2 10 3 7 0.9 2 "no" 0 0.7 0.3 0.2 1
112 "Not escaped" "Pyrus" 3 10 3 13 1 5 "no" 0 1.3 0.3 0.5 1
112 "Not escaped" "Pyrus" 4 8 1 6 0.7 1 "no" 0 0.75 0.125 0.125 1
112 "Not escaped" "Pyrus" 5 10 0 8 NA 3 "no" 0 0.8 0 0.3 1
112 "Not escaped" "Pyrus" 6 9 0 6 NA 1 "no" 0 0.666666666666667 0 0.111111111111111 1
112 "Not escaped" "Pyrus" 7 7.3 0 4 NA 1 "no" 0 0.547945205479452 0 0.136986301369863 1
112 "Not escaped" "Pyrus" 8 8.5 2 3 1.4 1 "no" 0 0.352941176470588 0.235294117647059 0.117647058823529 1
113 "Escaped" "Pyrus" 1 10 2 11 0.8 5 "no" 0 1.1 0.2 0.5 1
113 "Escaped" "Pyrus" 2 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
113 "Escaped" "Pyrus" 3 10 1 7 1.3 2 "no" 0 0.7 0.1 0.2 1
113 "Escaped" "Pyrus" 4 10 4 15 0.9 3 "no" 0 1.5 0.4 0.3 1
113 "Escaped" "Pyrus" 5 10 1 8 1 4 "no" 0 0.8 0.1 0.4 1
113 "Escaped" "Pyrus" 6 10 2 6 0.8 3 "no" 0 0.6 0.2 0.3 1
113 "Escaped" "Pyrus" 7 10 1 7 1 0 "no" 0 0.7 0.1 0 0
113 "Escaped" "Pyrus" 8 10 3 8 0.9 3 "no" 0 0.8 0.3 0.3 1
113 "Escaped" "Pyrus" 1 10 0 7 NA 1 "yes" 0 0.7 0 0.1 1
113 "Escaped" "Pyrus" 2 10 2 14 0.6 6 "yes" 0 1.4 0.2 0.6 1
113 "Escaped" "Pyrus" 3 10 0 6 NA 0 "yes" 0 0.6 0 0 0
113 "Escaped" "Pyrus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
113 "Escaped" "Pyrus" 5 10 0 10 NA 5 "yes" 0 1 0 0.5 1
113 "Escaped" "Pyrus" 6 10 0 6 NA 0 "yes" 0 0.6 0 0 0
113 "Escaped" "Pyrus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
113 "Escaped" "Pyrus" 8 10 0 5 NA 0 "yes" 0 0.5 0 0 0
114 "Not escaped" "Malus" 1 10 0 10 NA 4 "no" 0 1 0 0.4 1
114 "Not escaped" "Malus" 2 10 0 13 NA 0 "no" 0 1.3 0 0 0
114 "Not escaped" "Malus" 3 10 0 9 NA 5 "no" 0 0.9 0 0.5 1
114 "Not escaped" "Malus" 4 10 0 13 NA 1 "no" 0 1.3 0 0.1 1
114 "Not escaped" "Malus" 5 10 1 11 0.6 0 "no" 0 1.1 0.1 0 0
114 "Not escaped" "Malus" 6 10 3 11 1.5 1 "no" 0 1.1 0.3 0.1 1
114 "Not escaped" "Malus" 7 10 2 10 0.3 2 "no" 0 1 0.2 0.2 1
114 "Not escaped" "Malus" 8 10 0 10 NA 7 "no" 0 1 0 0.7 1
