"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "FlowerOrFruit" "BDI" "Thorn_density" "BrowRate" "Bite"
38 "Not escaped" "Carpinus" 5 10 0 5 NA 5 "no" 0 0.5 0 0.5 1
38 "Not escaped" "Carpinus" 6 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
38 "Not escaped" "Carpinus" 7 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
38 "Not escaped" "Carpinus" 8 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
39 "Escaped" "Prunus" 1 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
39 "Escaped" "Prunus" 2 10 1 8 1 5 "no" 0 0.8 0.1 0.5 1
39 "Escaped" "Prunus" 3 10 5 8 2.5 4 "no" 0 0.8 0.5 0.4 1
39 "Escaped" "Prunus" 4 10 5 12 4.6 6 "no" 0 1.2 0.5 0.6 1
39 "Escaped" "Prunus" 5 10 4 9 2.1 6 "no" 0 0.9 0.4 0.6 1
39 "Escaped" "Prunus" 6 10 3 12 1.4 9 "no" 0 1.2 0.3 0.9 1
39 "Escaped" "Prunus" 7 10 3 7 3.5 3 "no" 0 0.7 0.3 0.3 1
39 "Escaped" "Prunus" 8 10 6 7 7.2 3 "no" 0 0.7 0.6 0.3 1
39 "Escaped" "Prunus" 1 10 0 1 NA 1 "yes" 1 0.1 0 0.1 1
39 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" 1 0.1 0 0.1 1
39 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" 1 0.1 0 0 0
39 "Escaped" "Prunus" 4 10 0 1 NA 0 "yes" 1 0.1 0 0 0
39 "Escaped" "Prunus" 5 10 0 1 NA 1 "yes" 1 0.1 0 0.1 1
39 "Escaped" "Prunus" 6 10 0 1 NA 0 "yes" 1 0.1 0 0 0
39 "Escaped" "Prunus" 7 10 0 1 NA 1 "yes" 1 0.1 0 0.1 1
39 "Escaped" "Prunus" 8 10 0 1 NA 1 "yes" 1 0.1 0 0.1 1
40 "Not escaped" "Malus" 1 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
40 "Not escaped" "Malus" 2 9 1 9 0.5 7 "no" 0 1 0.111111111111111 0.777777777777778 1
40 "Not escaped" "Malus" 3 6 0 1 NA 0 "no" 0 0.166666666666667 0 0 0
40 "Not escaped" "Malus" 4 10 1 5 1.2 2 "no" 0 0.5 0.1 0.2 1
40 "Not escaped" "Malus" 5 6.5 1 3 1.5 3 "no" 0 0.461538461538462 0.153846153846154 0.461538461538462 1
40 "Not escaped" "Malus" 6 10 0 10 NA 3 "no" 0 1 0 0.3 1
40 "Not escaped" "Malus" 7 7 0 7 NA 1 "no" 0 1 0 0.142857142857143 1
40 "Not escaped" "Malus" 8 10 3 10 2.1 3 "no" 0 1 0.3 0.3 1
41 "Escaped" "Malus" 1 10 1 4 1 0 "no" 0 0.4 0.1 0 0
41 "Escaped" "Malus" 2 9 1 3 0.6 3 "no" 0 0.333333333333333 0.111111111111111 0.333333333333333 1
41 "Escaped" "Malus" 3 10 2 6 2.9 1 "no" 0 0.6 0.2 0.1 1
41 "Escaped" "Malus" 4 10 1 9 1.6 4 "no" 0 0.9 0.1 0.4 1
41 "Escaped" "Malus" 5 10 0 11 NA 6 "no" 0 1.1 0 0.6 1
41 "Escaped" "Malus" 6 6 1 3 0.6 3 "no" 0 0.5 0.166666666666667 0.5 1
41 "Escaped" "Malus" 7 10 1 4 0.8 3 "no" 0 0.4 0.1 0.3 1
41 "Escaped" "Malus" 8 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
41 "Escaped" "Malus" 1 10 0 7 NA 1 "yes" 0 0.7 0 0.1 1
41 "Escaped" "Malus" 2 10 0 4 NA 0 "yes" 0 0.4 0 0 0
41 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0 0.8 0 0 0
41 "Escaped" "Malus" 5 10 0 5 NA 0 "yes" 0 0.5 0 0 0
41 "Escaped" "Malus" 7 10 0 3 NA 0 "yes" 0 0.3 0 0 0
42 "Not escaped" "Carpinus" 1 10 0 15 NA 10 "no" 0 1.5 0 1 1
42 "Not escaped" "Carpinus" 2 10 0 14 NA 11 "no" 0 1.4 0 1.1 1
42 "Not escaped" "Carpinus" 3 10 0 23 NA 11 "no" 0 2.3 0 1.1 1
42 "Not escaped" "Carpinus" 4 10 0 11 NA 6 "no" 0 1.1 0 0.6 1
42 "Not escaped" "Carpinus" 5 10 0 3 NA 0 "no" 0 0.3 0 0 0
42 "Not escaped" "Carpinus" 6 10 0 12 NA 10 "no" 0 1.2 0 1 1
42 "Not escaped" "Carpinus" 7 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
42 "Not escaped" "Carpinus" 8 10 0 5 NA 5 "no" 0 0.5 0 0.5 1
43 "Not escaped" "Malus" 1 10 1 6 0.7 2 "no" 0 0.6 0.1 0.2 1
43 "Not escaped" "Malus" 2 10 4 11 0.4 4 "no" 0 1.1 0.4 0.4 1
43 "Not escaped" "Malus" 3 8 0 4 NA 2 "no" 0 0.5 0 0.25 1
43 "Not escaped" "Malus" 4 10 1 3 1.1 0 "no" 0 0.3 0.1 0 0
43 "Not escaped" "Malus" 5 10 0 7 NA 3 "no" 0 0.7 0 0.3 1
43 "Not escaped" "Malus" 6 10 0 6 NA 4 "no" 0 0.6 0 0.4 1
43 "Not escaped" "Malus" 7 10 3 6 4.2 3 "no" 0 0.6 0.3 0.3 1
43 "Not escaped" "Malus" 8 10 1 7 0.9 5 "no" 0 0.7 0.1 0.5 1
44 "Escaped" "Malus" 1 9 0 7 NA 5 "no" 0 0.777777777777778 0 0.555555555555556 1
44 "Escaped" "Malus" 2 10 0 8 NA 6 "no" 0 0.8 0 0.6 1
44 "Escaped" "Malus" 3 10 1 2 0.5 0 "no" 0 0.2 0.1 0 0
44 "Escaped" "Malus" 4 10 1 7 0.9 4 "no" 0 0.7 0.1 0.4 1
44 "Escaped" "Malus" 5 10 4 6 4 1 "no" 0 0.6 0.4 0.1 1
44 "Escaped" "Malus" 6 10 0 6 NA 6 "no" 0 0.6 0 0.6 1
44 "Escaped" "Malus" 7 10 4 7 3.5 1 "no" 0 0.7 0.4 0.1 1
44 "Escaped" "Malus" 8 10 2 5 2 1 "no" 0 0.5 0.2 0.1 1
44 "Escaped" "Malus" 1 10 0 3 NA 0 "yes" 1 0.3 0 0 0
44 "Escaped" "Malus" 2 10 0 4 NA 0 "yes" 1 0.4 0 0 0
44 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 1 0.5 0 0 0
44 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 1 0.6 0 0 0
44 "Escaped" "Malus" 5 10 0 4 NA 0 "yes" 1 0.4 0 0 0
44 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 1 0.5 0 0 0
44 "Escaped" "Malus" 7 10 0 3 NA 0 "yes" 1 0.3 0 0 0
44 "Escaped" "Malus" 8 10 0 1 NA 1 "yes" 1 0.1 0 0.1 1
45 "Not escaped" "Tilia" 1 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
45 "Not escaped" "Tilia" 2 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
45 "Not escaped" "Tilia" 3 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
45 "Not escaped" "Tilia" 4 10 0 5 NA 5 "no" 0 0.5 0 0.5 1
45 "Not escaped" "Tilia" 5 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
45 "Not escaped" "Tilia" 6 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
45 "Not escaped" "Tilia" 7 9.5 0 3 NA 3 "no" 0 0.315789473684211 0 0.315789473684211 1
45 "Not escaped" "Tilia" 8 10 0 4 NA 3 "no" 0 0.4 0 0.3 1
46 "Escaped" "Tilia" 1 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
46 "Escaped" "Tilia" 2 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
46 "Escaped" "Tilia" 3 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
46 "Escaped" "Tilia" 4 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
46 "Escaped" "Tilia" 5 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
46 "Escaped" "Tilia" 6 10 0 3 NA 0 "no" 0 0.3 0 0 0
46 "Escaped" "Tilia" 7 10 0 6 NA 6 "no" 0 0.6 0 0.6 1
46 "Escaped" "Tilia" 8 10 0 6 NA 4 "no" 0 0.6 0 0.4 1
46 "Escaped" "Tilia" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
47 "Not escaped" "Tilia" 1 10 0 3 NA 0 "no" 0 0.3 0 0 0
47 "Not escaped" "Tilia" 2 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
47 "Not escaped" "Tilia" 3 10 0 3 NA 0 "no" 0 0.3 0 0 0
47 "Not escaped" "Tilia" 4 8 0 2 NA 2 "no" 0 0.25 0 0.25 1
47 "Not escaped" "Tilia" 5 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
47 "Not escaped" "Tilia" 6 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
47 "Not escaped" "Tilia" 7 10 0 3 NA 0 "no" 0 0.3 0 0 0
47 "Not escaped" "Tilia" 8 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
48 "Not escaped" "Tilia" 1 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
48 "Not escaped" "Tilia" 2 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
48 "Not escaped" "Tilia" 3 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
48 "Not escaped" "Tilia" 4 10 0 3 NA 0 "no" 0 0.3 0 0 0
48 "Not escaped" "Tilia" 5 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
48 "Not escaped" "Tilia" 6 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
48 "Not escaped" "Tilia" 7 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
48 "Not escaped" "Tilia" 8 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
49 "Not escaped" "Malus" 1 10 6 22 3.4 13 "no" 0 2.2 0.6 1.3 1
49 "Not escaped" "Malus" 2 10 3 8 3.9 4 "no" 0 0.8 0.3 0.4 1
49 "Not escaped" "Malus" 3 10 5 7 1 4 "no" 0 0.7 0.5 0.4 1
49 "Not escaped" "Malus" 4 10 0 5 NA 4 "no" 0 0.5 0 0.4 1
49 "Not escaped" "Malus" 5 10 4 10 1.2 9 "no" 0 1 0.4 0.9 1
49 "Not escaped" "Malus" 6 10 0 4 NA 3 "no" 0 0.4 0 0.3 1
49 "Not escaped" "Malus" 7 10 5 15 3.8 10 "no" 0 1.5 0.5 1 1
49 "Not escaped" "Malus" 8 10 3 33 1.7 22 "no" 0 3.3 0.3 2.2 1
50 "Escaped" "Malus" 1 8 3 10 1.1 8 "no" 0 1.25 0.375 1 1
50 "Escaped" "Malus" 2 8 0 9 NA 4 "no" 0 1.125 0 0.5 1
50 "Escaped" "Malus" 3 9 0 2 NA 2 "no" 0 0.222222222222222 0 0.222222222222222 1
50 "Escaped" "Malus" 4 10 1 10 0.5 4 "no" 0 1 0.1 0.4 1
50 "Escaped" "Malus" 5 10 5 10 3 2 "no" 0 1 0.5 0.2 1
50 "Escaped" "Malus" 6 10 1 3 3 2 "no" 0 0.3 0.1 0.2 1
50 "Escaped" "Malus" 7 10 0 11 NA 5 "no" 0 1.1 0 0.5 1
50 "Escaped" "Malus" 8 10 0 11 NA 3 "no" 0 1.1 0 0.3 1
50 "Escaped" "Malus" 1 10 0 14 NA 0 "yes" 0 1.4 0 0 0
50 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0 0.7 0 0 0
50 "Escaped" "Malus" 3 10 0 6 NA 3 "yes" 0 0.6 0 0.3 1
50 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
50 "Escaped" "Malus" 5 10 1 9 1.5 0 "yes" 0 0.9 0.1 0 0
50 "Escaped" "Malus" 6 10 1 9 0.9 1 "yes" 0 0.9 0.1 0.1 1
50 "Escaped" "Malus" 7 10 0 5 NA 2 "yes" 0 0.5 0 0.2 1
50 "Escaped" "Malus" 8 10 0 10 NA 0 "yes" 0 1 0 0 0
51 "Not escaped" "Prunus" 1 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
51 "Not escaped" "Prunus" 2 9 2 10 1.2 5 "no" 0 1.11111111111111 0.222222222222222 0.555555555555556 1
51 "Not escaped" "Prunus" 3 10 1 10 2.1 7 "no" 0 1 0.1 0.7 1
51 "Not escaped" "Prunus" 4 10 2 6 1.4 6 "no" 0 0.6 0.2 0.6 1
51 "Not escaped" "Prunus" 5 10 0 8 NA 8 "no" 0 0.8 0 0.8 1
51 "Not escaped" "Prunus" 6 10 2 4 2.4 4 "no" 0 0.4 0.2 0.4 1
51 "Not escaped" "Prunus" 7 10 1 9 1.7 8 "no" 0 0.9 0.1 0.8 1
51 "Not escaped" "Prunus" 8 10 2 7 1.1 5 "no" 0 0.7 0.2 0.5 1
52 "Not escaped" "Prunus" 1 10 1 4 4.5 4 "no" 0 0.4 0.1 0.4 1
52 "Not escaped" "Prunus" 2 10 11 14 0.9 4 "no" 0 1.4 1.1 0.4 1
52 "Not escaped" "Prunus" 3 10 7 7 1.3 4 "no" 0 0.7 0.7 0.4 1
52 "Not escaped" "Prunus" 4 10 3 10 0.6 3 "no" 0 1 0.3 0.3 1
52 "Not escaped" "Prunus" 5 10 1 9 1.6 8 "no" 0 0.9 0.1 0.8 1
52 "Not escaped" "Prunus" 6 10 1 10 1.2 4 "no" 0 1 0.1 0.4 1
52 "Not escaped" "Prunus" 7 10 2 4 4.4 2 "no" 0 0.4 0.2 0.2 1
52 "Not escaped" "Prunus" 8 10 1 9 0.4 2 "no" 0 0.9 0.1 0.2 1
53 "Not escaped" "Malus" 1 10 0 6 NA 5 "no" 0 0.6 0 0.5 1
53 "Not escaped" "Malus" 2 10 3 16 1.3 7 "no" 0 1.6 0.3 0.7 1
53 "Not escaped" "Malus" 3 10 4 13 1.3 11 "no" 0 1.3 0.4 1.1 1
53 "Not escaped" "Malus" 4 10 1 8 0.3 5 "no" 0 0.8 0.1 0.5 1
53 "Not escaped" "Malus" 5 10 3 11 2 8 "no" 0 1.1 0.3 0.8 1
53 "Not escaped" "Malus" 6 10 4 8 2 6 "no" 0 0.8 0.4 0.6 1
53 "Not escaped" "Malus" 7 10 0 7 NA 3 "no" 0 0.7 0 0.3 1
53 "Not escaped" "Malus" 8 10 3 10 1.5 6 "no" 0 1 0.3 0.6 1
54 "Escaped" "Malus" 1 10 3 9 1.6 4 "no" 0 0.9 0.3 0.4 1
54 "Escaped" "Malus" 2 10 0 5 NA 4 "no" 0 0.5 0 0.4 1
54 "Escaped" "Malus" 3 7.5 0 5 NA 3 "no" 0 0.666666666666667 0 0.4 1
54 "Escaped" "Malus" 4 10 4 18 4.2 4 "no" 0 1.8 0.4 0.4 1
54 "Escaped" "Malus" 5 10 2 4 2.4 4 "no" 0 0.4 0.2 0.4 1
54 "Escaped" "Malus" 6 10 2 2 1.4 1 "no" 0 0.2 0.2 0.1 1
54 "Escaped" "Malus" 7 10 1 8 0.9 5 "no" 0 0.8 0.1 0.5 1
54 "Escaped" "Malus" 8 10 2 7 2 5 "no" 0 0.7 0.2 0.5 1
54 "Escaped" "Malus" 1 10 0 4 NA 0 "yes" 0 0.4 0 0 0
54 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0 0.6 0 0 0
54 "Escaped" "Malus" 3 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
54 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 0 0.6 0 0 0
54 "Escaped" "Malus" 5 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
54 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0
54 "Escaped" "Malus" 7 10 0 4 NA 0 "yes" 0 0.4 0 0 0
54 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0 0.7 0 0 0
55 "Escaped" "Tilia" 1 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
55 "Escaped" "Tilia" 2 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
55 "Escaped" "Tilia" 3 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
55 "Escaped" "Tilia" 4 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
55 "Escaped" "Tilia" 5 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
55 "Escaped" "Tilia" 6 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
55 "Escaped" "Tilia" 7 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
55 "Escaped" "Tilia" 8 10 0 2 NA 0 "no" 0 0.2 0 0 0
55 "Escaped" "Tilia" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
55 "Escaped" "Tilia" 2 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
55 "Escaped" "Tilia" 3 10 0 2 NA 0 "yes" 0 0.2 0 0 0
55 "Escaped" "Tilia" 4 10 0 3 NA 0 "yes" 0 0.3 0 0 0
55 "Escaped" "Tilia" 5 10 0 3 NA 0 "yes" 0 0.3 0 0 0
55 "Escaped" "Tilia" 6 10 0 2 NA 0 "yes" 0 0.2 0 0 0
55 "Escaped" "Tilia" 7 10 0 2 NA 0 "yes" 0 0.2 0 0 0
55 "Escaped" "Tilia" 8 10 0 2 NA 0 "yes" 0 0.2 0 0 0
56 "Not escaped" "Tilia" 1 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
56 "Not escaped" "Tilia" 2 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
56 "Not escaped" "Tilia" 3 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
56 "Not escaped" "Tilia" 4 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
56 "Not escaped" "Tilia" 5 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
56 "Not escaped" "Tilia" 6 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
56 "Not escaped" "Tilia" 7 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
56 "Not escaped" "Tilia" 8 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
57 "Not escaped" "Malus" 1 10 3 10 1 5 "no" 0 1 0.3 0.5 1
57 "Not escaped" "Malus" 2 10 3 7 0.5 3 "no" 0 0.7 0.3 0.3 1
57 "Not escaped" "Malus" 3 10 3 12 2.3 7 "no" 0 1.2 0.3 0.7 1
57 "Not escaped" "Malus" 4 10 0 10 NA 4 "no" 0 1 0 0.4 1
57 "Not escaped" "Malus" 5 10 6 10 2.2 2 "no" 0 1 0.6 0.2 1
57 "Not escaped" "Malus" 6 8 1 9 0.6 5 "no" 0 1.125 0.125 0.625 1
57 "Not escaped" "Malus" 7 8 0 10 NA 6 "no" 0 1.25 0 0.75 1
57 "Not escaped" "Malus" 8 10 1 12 0.6 4 "no" 0 1.2 0.1 0.4 1
58 "Escaped" "Malus" 1 10 0 7 NA 3 "no" 0 0.7 0 0.3 1
58 "Escaped" "Malus" 2 10 3 8 1.3 3 "no" 0 0.8 0.3 0.3 1
58 "Escaped" "Malus" 3 10 0 5 NA 3 "no" 0 0.5 0 0.3 1
58 "Escaped" "Malus" 4 10 3 8 1.9 4 "no" 0 0.8 0.3 0.4 1
58 "Escaped" "Malus" 5 10 1 7 1.7 2 "no" 0 0.7 0.1 0.2 1
58 "Escaped" "Malus" 6 10 0 10 NA 7 "no" 0 1 0 0.7 1
58 "Escaped" "Malus" 7 10 2 8 0.4 2 "no" 0 0.8 0.2 0.2 1
58 "Escaped" "Malus" 8 10 0 6 NA 3 "no" 0 0.6 0 0.3 1
58 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
58 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0 0.6 0 0 0
58 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0 0.5 0 0 0
58 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
58 "Escaped" "Malus" 5 10 0 10 NA 0 "yes" 0 1 0 0 0
58 "Escaped" "Malus" 6 10 0 10 NA 0 "yes" 0 1 0 0 0
58 "Escaped" "Malus" 7 10 0 1 NA 0 "yes" 0 0.1 0 0 0
58 "Escaped" "Malus" 8 10 0 1 NA 0 "yes" 0 0.1 0 0 0
59 "Not escaped" "Malus" 1 10 2 5 0.6 1 "no" 0 0.5 0.2 0.1 1
59 "Not escaped" "Malus" 2 7.5 3 8 3 3 "no" 0 1.06666666666667 0.4 0.4 1
59 "Not escaped" "Malus" 3 8 0 3 NA 3 "no" 0 0.375 0 0.375 1
59 "Not escaped" "Malus" 4 10 0 4 NA 1 "no" 0 0.4 0 0.1 1
59 "Not escaped" "Malus" 5 10 3 6 0.9 1 "no" 0 0.6 0.3 0.1 1
59 "Not escaped" "Malus" 6 10 1 4 2.6 2 "no" 0 0.4 0.1 0.2 1
59 "Not escaped" "Malus" 7 10 0 8 NA 5 "no" 0 0.8 0 0.5 1
59 "Not escaped" "Malus" 8 9 4 9 3.9 3 "no" 0 1 0.444444444444444 0.333333333333333 1
60 "Escaped" "Malus" 1 10 2 9 0.6 4 "no" 0 0.9 0.2 0.4 1
60 "Escaped" "Malus" 2 10 2 8 1.7 3 "no" 0 0.8 0.2 0.3 1
60 "Escaped" "Malus" 3 10 0 8 NA 1 "no" 0 0.8 0 0.1 1
60 "Escaped" "Malus" 4 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
60 "Escaped" "Malus" 5 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
60 "Escaped" "Malus" 6 10 0 4 NA 0 "no" 0 0.4 0 0 0
60 "Escaped" "Malus" 7 8 0 6 NA 4 "no" 0 0.75 0 0.5 1
60 "Escaped" "Malus" 8 10 0 5 NA 0 "no" 0 0.5 0 0 0
60 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
60 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0 0.8 0 0 0
60 "Escaped" "Malus" 3 10 0 10 NA 0 "yes" 0 1 0 0 0
60 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
60 "Escaped" "Malus" 5 10 0 7 NA 1 "yes" 0 0.7 0 0.1 1
60 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0
60 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
60 "Escaped" "Malus" 8 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1
61 "Not escaped" "Malus" 1 10 1 14 2.2 6 "no" 0 1.4 0.1 0.6 1
61 "Not escaped" "Malus" 2 10 4 14 0.9 6 "no" 0 1.4 0.4 0.6 1
61 "Not escaped" "Malus" 3 10 8 6 1.2 3 "no" 0 0.6 0.8 0.3 1
61 "Not escaped" "Malus" 4 10 2 9 0.4 5 "no" 0 0.9 0.2 0.5 1
61 "Not escaped" "Malus" 5 10 0 9 NA 3 "no" 0 0.9 0 0.3 1
61 "Not escaped" "Malus" 6 10 2 5 0.6 1 "no" 0 0.5 0.2 0.1 1
61 "Not escaped" "Malus" 7 10 0 7 NA 2 "no" 0 0.7 0 0.2 1
61 "Not escaped" "Malus" 8 10 0 7 NA 2 "no" 0 0.7 0 0.2 1
62 "Escaped" "Malus" 1 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
62 "Escaped" "Malus" 2 10 3 9 0.5 4 "no" 0 0.9 0.3 0.4 1
62 "Escaped" "Malus" 3 9.5 2 7 2.1 5 "no" 0 0.736842105263158 0.210526315789474 0.526315789473684 1
62 "Escaped" "Malus" 4 10 1 5 0.8 3 "no" 0 0.5 0.1 0.3 1
62 "Escaped" "Malus" 5 8.5 1 6 5.2 5 "no" 0 0.705882352941177 0.117647058823529 0.588235294117647 1
62 "Escaped" "Malus" 6 10 2 6 1.9 6 "no" 0 0.6 0.2 0.6 1
62 "Escaped" "Malus" 7 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
62 "Escaped" "Malus" 8 10 3 13 1.1 9 "no" 0 1.3 0.3 0.9 1
62 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 1 0.7 0 0 0
62 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 1 0.6 0 0 0
62 "Escaped" "Malus" 3 10 0 6 NA 0 "yes" 1 0.6 0 0 0
62 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 1 0.6 0 0 0
62 "Escaped" "Malus" 5 10 1 6 1.1 1 "yes" 1 0.6 0.1 0.1 1
62 "Escaped" "Malus" 6 10 1 3 0.4 2 "yes" 1 0.3 0.1 0.2 1
62 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 1 0.6 0 0 0
62 "Escaped" "Malus" 8 10 0 7 NA 1 "yes" 1 0.7 0 0.1 1
63 "Not escaped" "Quercus" 1 10 0 11 NA 7 "no" 0 1.1 0 0.7 1
63 "Not escaped" "Quercus" 2 10 0 8 NA 5 "no" 0 0.8 0 0.5 1
63 "Not escaped" "Quercus" 3 10 0 4 NA 3 "no" 0 0.4 0 0.3 1
63 "Not escaped" "Quercus" 4 9.5 0 11 NA 8 "no" 0 1.15789473684211 0 0.842105263157895 1
63 "Not escaped" "Quercus" 5 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
63 "Not escaped" "Quercus" 6 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
63 "Not escaped" "Quercus" 7 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
63 "Not escaped" "Quercus" 8 10 0 10 NA 5 "no" 0 1 0 0.5 1
64 "Escaped" "Quercus" 1 10 0 5 NA 3 "no" 0 0.5 0 0.3 1
64 "Escaped" "Quercus" 2 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
64 "Escaped" "Quercus" 3 8.5 0 6 NA 4 "no" 0 0.705882352941177 0 0.470588235294118 1
64 "Escaped" "Quercus" 4 10 0 4 NA 1 "no" 0 0.4 0 0.1 1
64 "Escaped" "Quercus" 5 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
64 "Escaped" "Quercus" 6 10 0 7 NA 1 "no" 0 0.7 0 0.1 1
64 "Escaped" "Quercus" 7 10 0 3 NA 0 "no" 0 0.3 0 0 0
64 "Escaped" "Quercus" 8 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
64 "Escaped" "Quercus" 1 10 0 5 NA 0 "yes" 0 0.5 0 0 0
64 "Escaped" "Quercus" 3 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1
64 "Escaped" "Quercus" 5 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1
65 "Escaped" "Tilia" 1 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
65 "Escaped" "Tilia" 2 10 0 4 NA 1 "no" 0 0.4 0 0.1 1
65 "Escaped" "Tilia" 3 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
65 "Escaped" "Tilia" 4 10 0 3 NA 0 "no" 0 0.3 0 0 0
65 "Escaped" "Tilia" 5 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
65 "Escaped" "Tilia" 6 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
65 "Escaped" "Tilia" 7 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
65 "Escaped" "Tilia" 8 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
65 "Escaped" "Tilia" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
65 "Escaped" "Tilia" 2 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
65 "Escaped" "Tilia" 3 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
