"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "BDI" "Thorn_density"
134 "Escaped" "Malus" 3 10 0 7 NA 2 "no" 0.7 0
134 "Escaped" "Malus" 4 10 2 6 0.3 0 "no" 0.6 0.2
134 "Escaped" "Malus" 5 10 1 9 0.5 2 "no" 0.9 0.1
134 "Escaped" "Malus" 6 9 3 9 2.6 3 "no" 1 0.333333333333333
134 "Escaped" "Malus" 7 10 0 8 NA 2 "no" 0.8 0
134 "Escaped" "Malus" 8 10 3 13 1.4 4 "no" 1.3 0.3
134 "Escaped" "Malus" 1 10 0 8 NA 0 "yes" 0.8 0
134 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0.7 0
134 "Escaped" "Malus" 3 10 0 4 NA 1 "yes" 0.4 0
134 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
134 "Escaped" "Malus" 5 10 0 1 NA 0 "yes" 0.1 0
134 "Escaped" "Malus" 6 10 0 8 NA 0 "yes" 0.8 0
134 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0.6 0
134 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0.7 0
135 "Not escaped" "Malus" 1 10 2 11 2.7 4 "no" 1.1 0.2
135 "Not escaped" "Malus" 2 10 2 9 1.3 3 "no" 0.9 0.2
135 "Not escaped" "Malus" 3 10 0 5 NA 4 "no" 0.5 0
135 "Not escaped" "Malus" 4 10 1 9 0.4 5 "no" 0.9 0.1
135 "Not escaped" "Malus" 5 10 2 5 3.7 2 "no" 0.5 0.2
135 "Not escaped" "Malus" 6 10 2 3 5.8 1 "no" 0.3 0.2
135 "Not escaped" "Malus" 7 10 0 7 NA 2 "no" 0.7 0
135 "Not escaped" "Malus" 8 9.5 3 7 1.3 5 "no" 0.736842105263158 0.315789473684211
136 "Escaped" "Malus" 1 10 1 9 0.4 2 "no" 0.9 0.1
136 "Escaped" "Malus" 2 10 1 7 1 0 "no" 0.7 0.1
136 "Escaped" "Malus" 3 10 2 10 0.8 2 "no" 1 0.2
136 "Escaped" "Malus" 4 10 2 9 1 2 "no" 0.9 0.2
136 "Escaped" "Malus" 5 10 2 6 3.1 2 "no" 0.6 0.2
136 "Escaped" "Malus" 6 10 0 11 NA 5 "no" 1.1 0
136 "Escaped" "Malus" 7 10 5 17 1.4 10 "no" 1.7 0.5
136 "Escaped" "Malus" 8 10 2 10 1.6 2 "no" 1 0.2
136 "Escaped" "Malus" 1 10 0 4 NA 0 "yes" 0.4 0
136 "Escaped" "Malus" 2 10 0 9 NA 0 "yes" 0.9 0
136 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
136 "Escaped" "Malus" 4 10 0 15 NA 1 "yes" 1.5 0
136 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0.6 0
136 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
136 "Escaped" "Malus" 7 10 0 7 NA 2 "yes" 0.7 0
136 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0.6 0
137 "Not escaped" "Malus" 1 8.5 3 17 1.8 5 "no" 2 0.352941176470588
137 "Not escaped" "Malus" 2 10 4 15 2.8 6 "no" 1.5 0.4
137 "Not escaped" "Malus" 3 10 4 14 1.4 7 "no" 1.4 0.4
137 "Not escaped" "Malus" 4 10 7 11 2.2 5 "no" 1.1 0.7
137 "Not escaped" "Malus" 5 10 2 14 1 7 "no" 1.4 0.2
137 "Not escaped" "Malus" 6 10 0 4 NA 1 "no" 0.4 0
137 "Not escaped" "Malus" 7 10 4 14 0.7 10 "no" 1.4 0.4
137 "Not escaped" "Malus" 8 10 1 13 0.5 9 "no" 1.3 0.1
138 "Escaped" "Malus" 1 10 0 9 NA 1 "no" 0.9 0
138 "Escaped" "Malus" 2 10 0 14 NA 7 "no" 1.4 0
138 "Escaped" "Malus" 3 10 0 6 NA 4 "no" 0.6 0
138 "Escaped" "Malus" 4 10 1 5 0.4 1 "no" 0.5 0.1
138 "Escaped" "Malus" 5 10 0 9 NA 3 "no" 0.9 0
138 "Escaped" "Malus" 6 10 0 10 NA 3 "no" 1 0
138 "Escaped" "Malus" 7 10 1 10 0.7 5 "no" 1 0.1
138 "Escaped" "Malus" 8 10 1 8 1.2 2 "no" 0.8 0.1
138 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
138 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0.7 0
138 "Escaped" "Malus" 3 10 0 6 NA 2 "yes" 0.6 0
138 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 0.6 0
138 "Escaped" "Malus" 5 10 0 5 NA 0 "yes" 0.5 0
138 "Escaped" "Malus" 6 10 0 7 NA 2 "yes" 0.7 0
138 "Escaped" "Malus" 7 10 0 8 NA 5 "yes" 0.8 0
138 "Escaped" "Malus" 8 10 0 4 NA 0 "yes" 0.4 0
146 "Escaped" "Prunus" 1 10 7 9 2.9 4 "no" 0.9 0.7
146 "Escaped" "Prunus" 2 10 3 10 1.7 3 "no" 1 0.3
146 "Escaped" "Prunus" 3 10 2 8 1.9 3 "no" 0.8 0.2
146 "Escaped" "Prunus" 4 10 3 14 5.5 7 "no" 1.4 0.3
146 "Escaped" "Prunus" 5 10 4 7 7.1 4 "no" 0.7 0.4
146 "Escaped" "Prunus" 6 10 0 6 NA 6 "no" 0.6 0
146 "Escaped" "Prunus" 7 10 1 9 1.9 3 "no" 0.9 0.1
146 "Escaped" "Prunus" 8 10 4 10 4.1 2 "no" 1 0.4
146 "Escaped" "Prunus" 1 10 0 9 NA 1 "yes" 0.9 0
146 "Escaped" "Prunus" 2 10 0 6 NA 0 "yes" 0.6 0
146 "Escaped" "Prunus" 3 10 0 6 NA 1 "yes" 0.6 0
146 "Escaped" "Prunus" 4 10 0 6 NA 0 "yes" 0.6 0
146 "Escaped" "Prunus" 5 10 0 7 NA 0 "yes" 0.7 0
146 "Escaped" "Prunus" 6 10 0 8 NA 0 "yes" 0.8 0
146 "Escaped" "Prunus" 7 10 0 7 NA 4 "yes" 0.7 0
146 "Escaped" "Prunus" 8 10 0 6 NA 0 "yes" 0.6 0
147 "Escaped" "Prunus" 1 10 1 6 3.2 0 "no" 0.6 0.1
147 "Escaped" "Prunus" 2 10 2 10 1.5 3 "no" 1 0.2
147 "Escaped" "Prunus" 3 10 0 10 NA 3 "no" 1 0
147 "Escaped" "Prunus" 4 10 0 7 NA 2 "no" 0.7 0
147 "Escaped" "Prunus" 5 10 0 9 NA 5 "no" 0.9 0
147 "Escaped" "Prunus" 6 10 0 10 NA 1 "no" 1 0
147 "Escaped" "Prunus" 7 10 3 9 0.7 2 "no" 0.9 0.3
147 "Escaped" "Prunus" 8 10 0 9 NA 3 "no" 0.9 0
147 "Escaped" "Prunus" 1 10 0 7 NA 1 "yes" 0.7 0
147 "Escaped" "Prunus" 2 10 0 8 NA 3 "yes" 0.8 0
147 "Escaped" "Prunus" 3 10 0 6 NA 1 "yes" 0.6 0
147 "Escaped" "Prunus" 4 10 0 7 NA 1 "yes" 0.7 0
147 "Escaped" "Prunus" 5 10 0 6 NA 0 "yes" 0.6 0
147 "Escaped" "Prunus" 6 10 0 6 NA 1 "yes" 0.6 0
147 "Escaped" "Prunus" 7 10 0 4 NA 1 "yes" 0.4 0
147 "Escaped" "Prunus" 8 10 0 4 NA 1 "yes" 0.4 0
148 "Not escaped" "Prunus" 1 10 0 7 NA 3 "no" 0.7 0
148 "Not escaped" "Prunus" 2 9 0 6 NA 3 "no" 0.666666666666667 0
148 "Not escaped" "Prunus" 3 10 0 6 NA 1 "no" 0.6 0
148 "Not escaped" "Prunus" 4 10 0 6 NA 2 "no" 0.6 0
148 "Not escaped" "Prunus" 5 10 0 6 NA 1 "no" 0.6 0
148 "Not escaped" "Prunus" 6 10 0 16 NA 4 "no" 1.6 0
148 "Not escaped" "Prunus" 7 10 0 7 NA 1 "no" 0.7 0
148 "Not escaped" "Prunus" 8 10 0 9 NA 4 "no" 0.9 0
149 "Not escaped" "Prunus" 1 10 0 9 NA 0 "no" 0.9 0
149 "Not escaped" "Prunus" 2 10 1 8 2.6 0 "no" 0.8 0.1
149 "Not escaped" "Prunus" 3 10 1 8 0.4 0 "no" 0.8 0.1
149 "Not escaped" "Prunus" 4 10 3 11 0.8 0 "no" 1.1 0.3
149 "Not escaped" "Prunus" 5 10 0 10 NA 1 "no" 1 0
149 "Not escaped" "Prunus" 6 10 0 9 NA 2 "no" 0.9 0
149 "Not escaped" "Prunus" 7 10 0 12 NA 1 "no" 1.2 0
149 "Not escaped" "Prunus" 8 10 0 13 NA 0 "no" 1.3 0
150 "Escaped" "Prunus" 1 10 0 7 NA 0 "no" 0.7 0
150 "Escaped" "Prunus" 2 10 6 12 2.6 4 "no" 1.2 0.6
150 "Escaped" "Prunus" 3 10 3 8 1.4 4 "no" 0.8 0.3
150 "Escaped" "Prunus" 4 10 0 15 NA 1 "no" 1.5 0
150 "Escaped" "Prunus" 5 10 0 13 NA 6 "no" 1.3 0
150 "Escaped" "Prunus" 6 10 1 8 2 0 "no" 0.8 0.1
150 "Escaped" "Prunus" 7 10 0 9 NA 3 "no" 0.9 0
150 "Escaped" "Prunus" 8 10 2 6 3.4 1 "no" 0.6 0.2
150 "Escaped" "Prunus" 1 10 0 8 NA 0 "yes" 0.8 0
150 "Escaped" "Prunus" 2 10 1 12 1.9 0 "yes" 1.2 0.1
150 "Escaped" "Prunus" 3 10 0 9 NA 0 "yes" 0.9 0
150 "Escaped" "Prunus" 4 10 0 10 NA 1 "yes" 1 0
150 "Escaped" "Prunus" 5 10 0 9 NA 0 "yes" 0.9 0
150 "Escaped" "Prunus" 6 10 0 8 NA 0 "yes" 0.8 0
150 "Escaped" "Prunus" 7 10 0 10 NA 0 "yes" 1 0
150 "Escaped" "Prunus" 8 10 0 7 NA 0 "yes" 0.7 0
151 "Not escaped" "Pyrus" 1 10 1 8 1.4 2 "no" 0.8 0.1
151 "Not escaped" "Pyrus" 2 10 0 5 NA 1 "no" 0.5 0
151 "Not escaped" "Pyrus" 3 10 0 5 NA 0 "no" 0.5 0
151 "Not escaped" "Pyrus" 4 10 2 7 1.2 0 "no" 0.7 0.2
151 "Not escaped" "Pyrus" 5 10 1 3 1.3 1 "no" 0.3 0.1
151 "Not escaped" "Pyrus" 6 10 3 5 2.3 0 "no" 0.5 0.3
151 "Not escaped" "Pyrus" 7 10 0 4 NA 0 "no" 0.4 0
151 "Not escaped" "Pyrus" 8 10 2 7 1.8 0 "no" 0.7 0.2
152 "Escaped" "Pyrus" 1 10 4 19 3.5 8 "no" 1.9 0.4
152 "Escaped" "Pyrus" 2 10 0 4 NA 1 "no" 0.4 0
152 "Escaped" "Pyrus" 3 10 0 8 NA 4 "no" 0.8 0
152 "Escaped" "Pyrus" 4 10 1 17 0.6 6 "no" 1.7 0.1
152 "Escaped" "Pyrus" 5 10 0 8 NA 2 "no" 0.8 0
152 "Escaped" "Pyrus" 6 10 0 6 NA 3 "no" 0.6 0
152 "Escaped" "Pyrus" 7 10 1 5 4.7 2 "no" 0.5 0.1
152 "Escaped" "Pyrus" 8 10 0 4 NA 0 "no" 0.4 0
152 "Escaped" "Pyrus" 1 10 1 5 0.7 0 "yes" 0.5 0.1
152 "Escaped" "Pyrus" 2 10 0 9 NA 1 "yes" 0.9 0
152 "Escaped" "Pyrus" 3 10 0 4 NA 0 "yes" 0.4 0
152 "Escaped" "Pyrus" 4 10 0 6 NA 2 "yes" 0.6 0
152 "Escaped" "Pyrus" 5 10 0 4 NA 0 "yes" 0.4 0
152 "Escaped" "Pyrus" 6 10 0 7 NA 0 "yes" 0.7 0
152 "Escaped" "Pyrus" 7 10 0 5 NA 1 "yes" 0.5 0
152 "Escaped" "Pyrus" 8 10 1 7 1 0 "yes" 0.7 0.1
153 "Not escaped" "Pyrus" 1 10 6 17 1.4 5 "no" 1.7 0.6
153 "Not escaped" "Pyrus" 2 9 1 5 0.6 1 "no" 0.555555555555556 0.111111111111111
153 "Not escaped" "Pyrus" 3 10 4 15 1 2 "no" 1.5 0.4
153 "Not escaped" "Pyrus" 4 10 3 12 2.4 3 "no" 1.2 0.3
153 "Not escaped" "Pyrus" 5 10 2 16 1.2 7 "no" 1.6 0.2
153 "Not escaped" "Pyrus" 6 10 0 11 NA 2 "no" 1.1 0
153 "Not escaped" "Pyrus" 7 10 5 5 1 1 "no" 0.5 0.5
153 "Not escaped" "Pyrus" 8 10 3 5 1 0 "no" 0.5 0.3
154 "Escaped" "Pyrus" 1 10 2 7 1.3 1 "no" 0.7 0.2
154 "Escaped" "Pyrus" 2 10 1 4 0.8 1 "no" 0.4 0.1
154 "Escaped" "Pyrus" 3 10 1 5 0.7 2 "no" 0.5 0.1
154 "Escaped" "Pyrus" 4 10 3 12 1 7 "no" 1.2 0.3
154 "Escaped" "Pyrus" 5 10 1 8 1.2 3 "no" 0.8 0.1
154 "Escaped" "Pyrus" 6 10 2 10 0.5 7 "no" 1 0.2
154 "Escaped" "Pyrus" 7 10 1 5 0.8 2 "no" 0.5 0.1
154 "Escaped" "Pyrus" 8 10 1 6 0.7 1 "no" 0.6 0.1
154 "Escaped" "Pyrus" 1 10 3 6 1 0 "yes" 0.6 0.3
154 "Escaped" "Pyrus" 2 10 2 6 2.6 2 "yes" 0.6 0.2
154 "Escaped" "Pyrus" 3 10 1 5 1.2 2 "yes" 0.5 0.1
154 "Escaped" "Pyrus" 4 10 2 4 1.5 0 "yes" 0.4 0.2
154 "Escaped" "Pyrus" 5 10 0 4 NA 1 "yes" 0.4 0
154 "Escaped" "Pyrus" 6 10 0 5 NA 0 "yes" 0.5 0
154 "Escaped" "Pyrus" 7 10 1 6 0.7 0 "yes" 0.6 0.1
154 "Escaped" "Pyrus" 8 10 4 6 1.6 2 "yes" 0.6 0.4
155 "Escaped" "Pyrus" 1 10 1 8 3.9 1 "no" 0.8 0.1
155 "Escaped" "Pyrus" 2 10 0 3 NA 1 "no" 0.3 0
155 "Escaped" "Pyrus" 3 10 1 4 1.3 1 "no" 0.4 0.1
155 "Escaped" "Pyrus" 4 10 1 2 2.5 1 "no" 0.2 0.1
155 "Escaped" "Pyrus" 5 10 0 5 NA 0 "no" 0.5 0
155 "Escaped" "Pyrus" 6 10 1 6 0.6 0 "no" 0.6 0.1
155 "Escaped" "Pyrus" 7 10 1 6 0.3 2 "no" 0.6 0.1
155 "Escaped" "Pyrus" 8 10 0 8 NA 2 "no" 0.8 0
155 "Escaped" "Pyrus" 1 10 2 6 1.5 0 "yes" 0.6 0.2
155 "Escaped" "Pyrus" 2 10 0 4 NA 0 "yes" 0.4 0
155 "Escaped" "Pyrus" 3 10 0 3 NA 0 "yes" 0.3 0
155 "Escaped" "Pyrus" 4 10 2 4 1.2 0 "yes" 0.4 0.2
155 "Escaped" "Pyrus" 5 10 2 5 1.7 1 "yes" 0.5 0.2
155 "Escaped" "Pyrus" 6 10 1 3 1.2 0 "yes" 0.3 0.1
155 "Escaped" "Pyrus" 7 10 1 4 2.6 0 "yes" 0.4 0.1
155 "Escaped" "Pyrus" 8 10 2 8 1 1 "yes" 0.8 0.2
156 "Not escaped" "Pyrus" 1 10 1 9 0.6 2 "no" 0.9 0.1
156 "Not escaped" "Pyrus" 2 10 0 8 NA 3 "no" 0.8 0
156 "Not escaped" "Pyrus" 3 10 1 5 1.7 1 "no" 0.5 0.1
156 "Not escaped" "Pyrus" 4 7 1 7 1.6 3 "no" 1 0.142857142857143
156 "Not escaped" "Pyrus" 5 10 3 12 1.4 5 "no" 1.2 0.3
156 "Not escaped" "Pyrus" 6 10 2 8 1.5 3 "no" 0.8 0.2
156 "Not escaped" "Pyrus" 7 10 0 11 NA 3 "no" 1.1 0
156 "Not escaped" "Pyrus" 8 10 2 9 1.5 1 "no" 0.9 0.2
157 "Escaped" "Pyrus" 1 10 3 8 1.2 3 "no" 0.8 0.3
157 "Escaped" "Pyrus" 2 10 1 4 1.3 0 "no" 0.4 0.1
157 "Escaped" "Pyrus" 3 10 2 9 1.7 3 "no" 0.9 0.2
157 "Escaped" "Pyrus" 4 10 1 4 1.6 2 "no" 0.4 0.1
157 "Escaped" "Pyrus" 5 10 0 1 NA 0 "no" 0.1 0
157 "Escaped" "Pyrus" 6 10 1 3 0.7 0 "no" 0.3 0.1
157 "Escaped" "Pyrus" 7 10 1 7 1.2 4 "no" 0.7 0.1
157 "Escaped" "Pyrus" 8 10 0 8 NA 2 "no" 0.8 0
157 "Escaped" "Pyrus" 1 10 1 4 1 0 "yes" 0.4 0.1
157 "Escaped" "Pyrus" 2 10 1 4 0.9 0 "yes" 0.4 0.1
157 "Escaped" "Pyrus" 3 10 1 4 0.8 1 "yes" 0.4 0.1
157 "Escaped" "Pyrus" 4 10 1 7 0.7 1 "yes" 0.7 0.1
157 "Escaped" "Pyrus" 5 10 0 4 NA 0 "yes" 0.4 0
157 "Escaped" "Pyrus" 6 10 0 4 NA 0 "yes" 0.4 0
157 "Escaped" "Pyrus" 7 10 1 4 1.5 0 "yes" 0.4 0.1
157 "Escaped" "Pyrus" 8 10 0 5 NA 0 "yes" 0.5 0
158 "Escaped" "Pyrus" 1 10 2 13 2.2 6 "no" 1.3 0.2
158 "Escaped" "Pyrus" 2 10 0 11 NA 6 "no" 1.1 0
158 "Escaped" "Pyrus" 3 10 0 3 NA 2 "no" 0.3 0
158 "Escaped" "Pyrus" 4 10 0 4 NA 2 "no" 0.4 0
158 "Escaped" "Pyrus" 5 10 2 12 0.9 7 "no" 1.2 0.2
158 "Escaped" "Pyrus" 6 10 1 5 0.4 2 "no" 0.5 0.1
158 "Escaped" "Pyrus" 7 10 1 6 0.4 3 "no" 0.6 0.1
158 "Escaped" "Pyrus" 8 10 0 4 NA 2 "no" 0.4 0
158 "Escaped" "Pyrus" 1 10 0 4 NA 2 "yes" 0.4 0
158 "Escaped" "Pyrus" 2 10 1 7 0.9 2 "yes" 0.7 0.1
158 "Escaped" "Pyrus" 3 10 0 4 NA 4 "yes" 0.4 0
158 "Escaped" "Pyrus" 4 10 0 10 NA 1 "yes" 1 0
158 "Escaped" "Pyrus" 5 10 0 7 NA 2 "yes" 0.7 0
158 "Escaped" "Pyrus" 6 10 0 8 NA 3 "yes" 0.8 0
158 "Escaped" "Pyrus" 7 10 0 5 NA 2 "yes" 0.5 0
158 "Escaped" "Pyrus" 8 10 1 3 1.3 1 "yes" 0.3 0.1
159 "Escaped" "Pyrus" 1 9 2 5 2.7 2 "no" 0.555555555555556 0.222222222222222
159 "Escaped" "Pyrus" 2 10 2 13 1.3 7 "no" 1.3 0.2
159 "Escaped" "Pyrus" 3 10 3 5 1.7 1 "no" 0.5 0.3
159 "Escaped" "Pyrus" 4 7.5 0 6 NA 2 "no" 0.8 0
159 "Escaped" "Pyrus" 5 9 1 5 0.9 2 "no" 0.555555555555556 0.111111111111111
159 "Escaped" "Pyrus" 6 10 2 10 0.8 5 "no" 1 0.2
159 "Escaped" "Pyrus" 7 10 3 7 0.6 4 "no" 0.7 0.3
159 "Escaped" "Pyrus" 8 8 1 4 1.1 0 "no" 0.5 0.125
159 "Escaped" "Pyrus" 1 10 0 5 NA 0 "yes" 0.5 0
159 "Escaped" "Pyrus" 2 10 2 6 1.2 0 "yes" 0.6 0.2
159 "Escaped" "Pyrus" 3 10 0 6 NA 1 "yes" 0.6 0
159 "Escaped" "Pyrus" 4 5 1 2 1.4 0 "yes" 0.4 0.2
159 "Escaped" "Pyrus" 5 10 0 5 NA 0 "yes" 0.5 0
159 "Escaped" "Pyrus" 6 7.5 1 4 0.7 1 "yes" 0.533333333333333 0.133333333333333
159 "Escaped" "Pyrus" 7 10 1 5 1.5 1 "yes" 0.5 0.1
159 "Escaped" "Pyrus" 8 10 3 6 1.6 0 "yes" 0.6 0.3
160 "Escaped" "Pyrus" 1 10 3 11 0.6 2 "no" 1.1 0.3
160 "Escaped" "Pyrus" 2 10 1 6 1.3 0 "no" 0.6 0.1
160 "Escaped" "Pyrus" 3 10 3 6 1 1 "no" 0.6 0.3
160 "Escaped" "Pyrus" 4 10 5 10 1.1 1 "no" 1 0.5
160 "Escaped" "Pyrus" 5 10 4 6 0.9 2 "no" 0.6 0.4
160 "Escaped" "Pyrus" 6 10 5 9 1.3 1 "no" 0.9 0.5
160 "Escaped" "Pyrus" 7 10 3 8 0.9 2 "no" 0.8 0.3
160 "Escaped" "Pyrus" 8 10 3 10 0.9 3 "no" 1 0.3
160 "Escaped" "Pyrus" 1 10 0 10 NA 1 "yes" 1 0
160 "Escaped" "Pyrus" 2 10 0 8 NA 0 "yes" 0.8 0
160 "Escaped" "Pyrus" 3 10 4 9 1.9 2 "yes" 0.9 0.4
160 "Escaped" "Pyrus" 4 10 6 11 1.1 2 "yes" 1.1 0.6
160 "Escaped" "Pyrus" 5 10 2 5 0.5 1 "yes" 0.5 0.2
160 "Escaped" "Pyrus" 6 10 4 8 1.1 3 "yes" 0.8 0.4
160 "Escaped" "Pyrus" 7 10 6 10 1.3 1 "yes" 1 0.6
160 "Escaped" "Pyrus" 8 10 0 11 NA 0 "yes" 1.1 0
161 "Escaped" "Pyrus" 1 10 2 18 1.1 9 "no" 1.8 0.2
161 "Escaped" "Pyrus" 2 10 2 9 0.9 2 "no" 0.9 0.2
161 "Escaped" "Pyrus" 3 10 1 9 3.2 2 "no" 0.9 0.1
161 "Escaped" "Pyrus" 4 10 3 10 2.9 2 "no" 1 0.3
161 "Escaped" "Pyrus" 5 10 0 7 NA 2 "no" 0.7 0
161 "Escaped" "Pyrus" 6 10 2 8 1.4 2 "no" 0.8 0.2
161 "Escaped" "Pyrus" 7 10 2 8 1.7 6 "no" 0.8 0.2
161 "Escaped" "Pyrus" 8 10 2 7 1.5 4 "no" 0.7 0.2
161 "Escaped" "Pyrus" 1 10 14 22 3 2 "yes" 2.2 1.4
161 "Escaped" "Pyrus" 2 9 0 3 NA 1 "yes" 0.333333333333333 0
161 "Escaped" "Pyrus" 3 10 3 16 2.6 2 "yes" 1.6 0.3
161 "Escaped" "Pyrus" 4 10 2 7 1.5 1 "yes" 0.7 0.2
161 "Escaped" "Pyrus" 5 10 6 16 1.6 0 "yes" 1.6 0.6
161 "Escaped" "Pyrus" 6 8 3 4 1.4 0 "yes" 0.5 0.375
161 "Escaped" "Pyrus" 7 10 0 6 NA 3 "yes" 0.6 0
161 "Escaped" "Pyrus" 8 6.5 1 4 1.1 0 "yes" 0.615384615384615 0.153846153846154
162 "Escaped" "Prunus" 1 10 0 9 NA 3 "no" 0.9 0
162 "Escaped" "Prunus" 2 10 0 13 NA 9 "no" 1.3 0
162 "Escaped" "Prunus" 3 10 0 9 NA 2 "no" 0.9 0
162 "Escaped" "Prunus" 4 10 4 19 1.7 6 "no" 1.9 0.4
162 "Escaped" "Prunus" 5 10 1 8 0.7 2 "no" 0.8 0.1
162 "Escaped" "Prunus" 6 10 2 13 0.7 7 "no" 1.3 0.2
162 "Escaped" "Prunus" 7 10 1 6 0.7 1 "no" 0.6 0.1
162 "Escaped" "Prunus" 8 10 1 11 0.2 7 "no" 1.1 0.1
162 "Escaped" "Prunus" 1 10 0 10 NA 3 "yes" 1 0
162 "Escaped" "Prunus" 2 10 0 12 NA 1 "yes" 1.2 0
162 "Escaped" "Prunus" 3 10 0 10 NA 1 "yes" 1 0
162 "Escaped" "Prunus" 4 10 0 6 NA 0 "yes" 0.6 0
162 "Escaped" "Prunus" 5 10 0 8 NA 3 "yes" 0.8 0
162 "Escaped" "Prunus" 6 10 0 8 NA 0 "yes" 0.8 0
162 "Escaped" "Prunus" 7 10 0 10 NA 1 "yes" 1 0
162 "Escaped" "Prunus" 8 10 0 8 NA 1 "yes" 0.8 0
163 "Escaped" "Prunus" 1 10 0 14 NA 4 "no" 1.4 0
163 "Escaped" "Prunus" 2 10 2 24 0.7 6 "no" 2.4 0.2
163 "Escaped" "Prunus" 3 10 6 12 8.7 5 "no" 1.2 0.6
163 "Escaped" "Prunus" 4 10 2 22 1.2 10 "no" 2.2 0.2
163 "Escaped" "Prunus" 5 10 0 7 NA 2 "no" 0.7 0
163 "Escaped" "Prunus" 6 10 3 22 1.3 9 "no" 2.2 0.3
163 "Escaped" "Prunus" 7 10 3 13 3.1 3 "no" 1.3 0.3
163 "Escaped" "Prunus" 8 10 2 12 1.8 3 "no" 1.2 0.2
163 "Escaped" "Prunus" 1 10 3 9 1.9 2 "yes" 0.9 0.3
163 "Escaped" "Prunus" 2 10 0 10 NA 0 "yes" 1 0
163 "Escaped" "Prunus" 3 10 2 17 1.5 0 "yes" 1.7 0.2
163 "Escaped" "Prunus" 4 10 6 7 4 0 "yes" 0.7 0.6
163 "Escaped" "Prunus" 5 10 3 11 4.5 2 "yes" 1.1 0.3
163 "Escaped" "Prunus" 6 10 0 11 NA 0 "yes" 1.1 0
163 "Escaped" "Prunus" 7 10 0 8 NA 2 "yes" 0.8 0
163 "Escaped" "Prunus" 8 10 1 8 1.3 0 "yes" 0.8 0.1
164 "Not escaped" "Prunus" 1 10 0 7 NA 1 "no" 0.7 0
164 "Not escaped" "Prunus" 2 10 1 28 5.2 7 "no" 2.8 0.1
164 "Not escaped" "Prunus" 3 10 1 12 0.7 0 "no" 1.2 0.1
164 "Not escaped" "Prunus" 4 10 2 15 0.2 3 "no" 1.5 0.2
164 "Not escaped" "Prunus" 5 10 2 9 2.7 3 "no" 0.9 0.2
164 "Not escaped" "Prunus" 6 10 0 8 NA 2 "no" 0.8 0
164 "Not escaped" "Prunus" 7 10 1 18 0.1 2 "no" 1.8 0.1
164 "Not escaped" "Prunus" 8 10 0 13 NA 4 "no" 1.3 0
165 "Not escaped" "Prunus" 1 10 3 13 1.4 6 "no" 1.3 0.3
165 "Not escaped" "Prunus" 2 10 0 10 NA 3 "no" 1 0
165 "Not escaped" "Prunus" 3 10 0 8 NA 3 "no" 0.8 0
165 "Not escaped" "Prunus" 4 10 0 5 NA 2 "no" 0.5 0
165 "Not escaped" "Prunus" 5 10 1 9 0.8 5 "no" 0.9 0.1
165 "Not escaped" "Prunus" 6 10 4 13 7.4 3 "no" 1.3 0.4
165 "Not escaped" "Prunus" 7 10 1 7 0.6 3 "no" 0.7 0.1
165 "Not escaped" "Prunus" 8 10 1 9 0.2 4 "no" 0.9 0.1
166 "Not escaped" "Pyrus" 1 10 0 6 NA 4 "no" 0.6 0
166 "Not escaped" "Pyrus" 2 10 1 6 1.1 1 "no" 0.6 0.1
166 "Not escaped" "Pyrus" 3 10 1 8 1.8 4 "no" 0.8 0.1
166 "Not escaped" "Pyrus" 4 10 4 8 0.9 2 "no" 0.8 0.4
166 "Not escaped" "Pyrus" 5 10 0 9 NA 2 "no" 0.9 0
166 "Not escaped" "Pyrus" 6 10 2 6 1.3 0 "no" 0.6 0.2
166 "Not escaped" "Pyrus" 7 10 0 7 NA 3 "no" 0.7 0
166 "Not escaped" "Pyrus" 8 8.5 4 7 1.6 1 "no" 0.823529411764706 0.470588235294118
167 "Not escaped" "Pyrus" 1 10 4 6 2.8 1 "no" 0.6 0.4
167 "Not escaped" "Pyrus" 2 10 6 11 1.5 0 "no" 1.1 0.6
167 "Not escaped" "Pyrus" 3 10 0 7 NA 1 "no" 0.7 0
167 "Not escaped" "Pyrus" 4 10 7 10 1.7 1 "no" 1 0.7
167 "Not escaped" "Pyrus" 5 10 4 6 2.5 1 "no" 0.6 0.4
167 "Not escaped" "Pyrus" 6 10 1 6 0.7 2 "no" 0.6 0.1
167 "Not escaped" "Pyrus" 7 10 2 7 2 1 "no" 0.7 0.2
167 "Not escaped" "Pyrus" 8 10 1 3 1.3 1 "no" 0.3 0.1
